;Image Source;Artwork title;Artist;Lot number;Estimate;Medium;Size (HxWxD);Date of painting;Lot description;Misc;Auction house;Auction sale;Auction date;Category;Exhibited;Provenance;Literature;Price realised;Classification
431;https://cdn.bidtoart.com/artImage/202303/monochrome/16.jpg;Village Deep, 2003;William Joseph Kentridge (South African, 1955 - ?);16;ZAR 40,000 - ZAR 60,000;Chine collé silhouette image on de-acidified book page from 'Mines of the Transvaal' (RR Mabson, 5th edition, published by The Statist, London 1908-9) collaged on white BFK Rives paper, 250 gsm, with 25 hand-torn black paper collage elements;19 cm - 25.5 cm (7.48 in - 10.04 in);;"image size 19 by 25,5cm; sheet size 28,5 by 34cm, unframed, numbered 27/60 in pencil and embossed with the Artists' Press Studio chop marks and Editions for ArtThrob** in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;Acquired from the Caversham Press. Private collection.;;;
432;https://cdn.bidtoart.com/artImage/202303/monochrome/16.jpg;Village Deep, 2003;William Joseph Kentridge (South African, 1955 - ?);16;ZAR 40,000 - ZAR 60,000;Chine collé silhouette image on de-acidified book page from 'Mines of the Transvaal' (RR Mabson, 5th edition, published by The Statist, London 1908-9) collaged on white BFK Rives paper, 250 gsm, with 25 hand-torn black paper collage elements;19 cm - 25.5 cm (7.48 in - 10.04 in);;"image size 19 by 25,5cm; sheet size 28,5 by 34cm, unframed, numbered 27/60 in pencil and embossed with the Artists' Press Studio chop marks and Editions for ArtThrob** in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;Acquired from the Caversham Press. Private collection.;;;
433;https://cdn.bidtoart.com/artImage/202303/monochrome/16.jpg;Village Deep, 2003;William Joseph Kentridge (South African, 1955 - ?);16;ZAR 40,000 - ZAR 60,000;Chine collé silhouette image on de-acidified book page from 'Mines of the Transvaal' (RR Mabson, 5th edition, published by The Statist, London 1908-9) collaged on white BFK Rives paper, 250 gsm, with 25 hand-torn black paper collage elements;19 cm - 25.5 cm (7.48 in - 10.04 in);;"image size 19 by 25,5cm; sheet size 28,5 by 34cm, unframed, numbered 27/60 in pencil and embossed with the Artists' Press Studio chop marks and Editions for ArtThrob** in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;Acquired from the Caversham Press. Private collection.;;;
434;https://cdn.bidtoart.com/artImage/202303/monochrome/16.jpg;Village Deep, 2003;William Joseph Kentridge (South African, 1955 - ?);16;ZAR 40,000 - ZAR 60,000;Chine collé silhouette image on de-acidified book page from 'Mines of the Transvaal' (RR Mabson, 5th edition, published by The Statist, London 1908-9) collaged on white BFK Rives paper, 250 gsm, with 25 hand-torn black paper collage elements;19 cm - 25.5 cm (7.48 in - 10.04 in);;"image size 19 by 25,5cm; sheet size 28,5 by 34cm, unframed, numbered 27/60 in pencil and embossed with the Artists' Press Studio chop marks and Editions for ArtThrob** in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;Acquired from the Caversham Press. Private collection.;;;
435;https://cdn.bidtoart.com/artImage/202303/monochrome/16.jpg;Village Deep, 2003;William Joseph Kentridge (South African, 1955 - ?);16;ZAR 40,000 - ZAR 60,000;Chine collé silhouette image on de-acidified book page from 'Mines of the Transvaal' (RR Mabson, 5th edition, published by The Statist, London 1908-9) collaged on white BFK Rives paper, 250 gsm, with 25 hand-torn black paper collage elements;19 cm - 25.5 cm (7.48 in - 10.04 in);;"image size 19 by 25,5cm; sheet size 28,5 by 34cm, unframed, numbered 27/60 in pencil and embossed with the Artists' Press Studio chop marks and Editions for ArtThrob** in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;Acquired from the Caversham Press. Private collection.;;;
436;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
437;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
438;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
439;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
440;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
441;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
442;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
443;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
444;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
445;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
446;https://cdn.bidtoart.com/artImage/202303/monochrome/17.jpg;William Kentridge Goodman Gallery, Johannesburg, March 2003, Poster;William Joseph Kentridge (South African, 1955 - ?);17;ZAR 10,000 - ZAR 15,000;Colour photographic print on paper;65.5 cm - 70.5 cm (25.79 in - 27.76 in);;"70 by 74,5 by 2,5cm including frame; numbered 153/220 in red conte in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;;;;;;
447;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
448;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
449;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
450;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
451;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
452;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
453;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
454;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
455;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
456;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
457;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
458;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
459;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
460;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
461;https://cdn.bidtoart.com/artImage/202303/monochrome/18.jpg;Man with Megaphone;William Joseph Kentridge (South African, 1955 - ?);18;ZAR 60,000 - ZAR 80,000;Etching and pencil crayon on paper;24.5 cm - 37 cm (9.65 in - 14.57 in);1999;"image size 24,5 by 37cm; sheet size 34,5 by 49cm; 46 by 60,5 by 5cm including frame; numbered 41/70 in pencil in the margin";Signed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Caversham Press, KwaZulu-Natal, 1997. Private Collection.;"Dan Cameron; Carolyn and Coetzee Christov-Bakargiev, J.M. (1999) William Kentridge, London Phaidon Press, another print from the edition illustrated in colour on page 97. Judith Hecker (2010) William Kentridge Trace, New York The Museum of Modern Art, another example from the edition illustrated in colour, plate 38. Bronwyn Law-Viljoen (ed) (2006) William Kentridge Prints, Johannesburg David Krut Publishing, another example from the edition illustrated in colour on page 70.";;
462;https://cdn.bidtoart.com/artImage/202303/monochrome/19.jpg;Untitled, William Kentridge Flute Series;William Joseph Kentridge (South African, 1955 - ?);19;ZAR 25,000 - ZAR 35,000;Aquatint sugarlift aquatint, drypoint and engraving;15 cm - 15.5 cm (5.91 in - 6.1 in);;"image size 15cm by 15,5cm; sheet size 35 by 26cm; 42,5 by 33,5 by 2,5cm including frame, numbered AP IV/XX, inscribed with a dedication in pencil and embossed with the David Krut Workshop and Jillian Ross chop marks in the margin";Signed / Inscribed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Private Collection, Cape Town.;Bronwyn Law-Viljoen (2007) William Kentridge Flute, Johannesburg David Krut Publishing, illustrated in colour on page 149.;;
463;https://cdn.bidtoart.com/artImage/202303/monochrome/19.jpg;Untitled, William Kentridge Flute Series;William Joseph Kentridge (South African, 1955 - ?);19;ZAR 25,000 - ZAR 35,000;Aquatint sugarlift aquatint, drypoint and engraving;15 cm - 15.5 cm (5.91 in - 6.1 in);;"image size 15cm by 15,5cm; sheet size 35 by 26cm; 42,5 by 33,5 by 2,5cm including frame, numbered AP IV/XX, inscribed with a dedication in pencil and embossed with the David Krut Workshop and Jillian Ross chop marks in the margin";Signed / Inscribed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Private Collection, Cape Town.;Bronwyn Law-Viljoen (2007) William Kentridge Flute, Johannesburg David Krut Publishing, illustrated in colour on page 149.;;
464;https://cdn.bidtoart.com/artImage/202303/monochrome/19.jpg;Untitled, William Kentridge Flute Series;William Joseph Kentridge (South African, 1955 - ?);19;ZAR 25,000 - ZAR 35,000;Aquatint sugarlift aquatint, drypoint and engraving;15 cm - 15.5 cm (5.91 in - 6.1 in);;"image size 15cm by 15,5cm; sheet size 35 by 26cm; 42,5 by 33,5 by 2,5cm including frame, numbered AP IV/XX, inscribed with a dedication in pencil and embossed with the David Krut Workshop and Jillian Ross chop marks in the margin";Signed / Inscribed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Private Collection, Cape Town.;Bronwyn Law-Viljoen (2007) William Kentridge Flute, Johannesburg David Krut Publishing, illustrated in colour on page 149.;;
465;https://cdn.bidtoart.com/artImage/202303/monochrome/19.jpg;Untitled, William Kentridge Flute Series;William Joseph Kentridge (South African, 1955 - ?);19;ZAR 25,000 - ZAR 35,000;Aquatint sugarlift aquatint, drypoint and engraving;15 cm - 15.5 cm (5.91 in - 6.1 in);;"image size 15cm by 15,5cm; sheet size 35 by 26cm; 42,5 by 33,5 by 2,5cm including frame, numbered AP IV/XX, inscribed with a dedication in pencil and embossed with the David Krut Workshop and Jillian Ross chop marks in the margin";Signed / Inscribed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Private Collection, Cape Town.;Bronwyn Law-Viljoen (2007) William Kentridge Flute, Johannesburg David Krut Publishing, illustrated in colour on page 149.;;
466;https://cdn.bidtoart.com/artImage/202303/monochrome/19.jpg;Untitled, William Kentridge Flute Series;William Joseph Kentridge (South African, 1955 - ?);19;ZAR 25,000 - ZAR 35,000;Aquatint sugarlift aquatint, drypoint and engraving;15 cm - 15.5 cm (5.91 in - 6.1 in);;"image size 15cm by 15,5cm; sheet size 35 by 26cm; 42,5 by 33,5 by 2,5cm including frame, numbered AP IV/XX, inscribed with a dedication in pencil and embossed with the David Krut Workshop and Jillian Ross chop marks in the margin";Signed / Inscribed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Private Collection, Cape Town.;Bronwyn Law-Viljoen (2007) William Kentridge Flute, Johannesburg David Krut Publishing, illustrated in colour on page 149.;;
467;https://cdn.bidtoart.com/artImage/202303/monochrome/19.jpg;Untitled, William Kentridge Flute Series;William Joseph Kentridge (South African, 1955 - ?);19;ZAR 25,000 - ZAR 35,000;Aquatint sugarlift aquatint, drypoint and engraving;15 cm - 15.5 cm (5.91 in - 6.1 in);;"image size 15cm by 15,5cm; sheet size 35 by 26cm; 42,5 by 33,5 by 2,5cm including frame, numbered AP IV/XX, inscribed with a dedication in pencil and embossed with the David Krut Workshop and Jillian Ross chop marks in the margin";Signed / Inscribed;Strauss & Co | Online;Monochrome Modern and Contemporary Art;Mar 26, 2023;Prints & Graphic Art;;Private Collection, Cape Town.;Bronwyn Law-Viljoen (2007) William Kentridge Flute, Johannesburg David Krut Publishing, illustrated in colour on page 149.;;
