,auction,author,title,medium,price,category,auction_house,painting_date,description,auction_date,image_source
0,eclectic,Andy Warhol,Joseph Beuys,Print,"$8,000 - $12,000",Prints & Graphic Art,Sotheby's | New York,,,"Apr 23, 2020",https://cdn.bidtoart.com/artImage/202007/15959197075239.jpg
3532,heritage-auction-14052015,Gervasio Gallardo,"Young Girl and Dog in Garden, possible Ladies' Home Journal or Good Housekeeping magazine story illustration",Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851907-0062011.jpg
3533,heritage-auction-14052015,Gervasio Gallardo,"Glasses in Bed, Insomnia illustration",Gouache and colored pencil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851912-0062041.jpg
3534,heritage-auction-14052015,Gervasio Gallardo,"Setup, Penthouse magazine story illustration",Gouache and colored pencil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851916-0062071.jpg
3535,heritage-auction-14052015,Gervasio Gallardo,"Here's Where We Keep Our Eye on the Future, Green Monster",Gouache and colored pencil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851918-0062081.jpg
3536,heritage-auction-14052015,Louis M Glackens,Bookstore Stop,Ink and pencil on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851921-0062111.jpg
3537,heritage-auction-14052015,Gordon Hope Grant,A Love Set,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851924-0062141.jpg
3538,heritage-auction-14052015,Gordon Hope Grant,The Diner Telephone,Ink on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851927-0062161.jpg
3539,heritage-auction-14052015,Gordon Hope Grant,Admiring the Art in the Salon,"Pencil ink wash, and watercolor on board",-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851929-0062181.jpg
3540,heritage-auction-14052015,Jay Hambidge,Choosing Her Doll,Ink on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851932-0062211.jpg
3541,heritage-auction-14052015,Charles Hughes,A Striking Likeness,Ink and pencil on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851935-0062241.jpg
3542,heritage-auction-14052015,Charles Hughes,The Judging Critics,Ink and pencil on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851938-0062271.jpg
3543,heritage-auction-14052015,Charles Hughes,Introducing Monty Monk - Screen Comedian,Ink and watercolor on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851941-0062301.jpg
3544,heritage-auction-14052015,Charles Hughes,Monkey on Trial with the Animals,Ink and wash,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851943-0062321.jpg
3545,heritage-auction-14052015,Percy D Johnson,The End of Summer's Flirtation,Charcoal on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851944-0062331.jpg
3546,heritage-auction-14052015,Doug Johnson,Movie poster,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851946-0062351.jpg
3547,heritage-auction-14052015,John (jack) Keay,Cleopatra,Pencil on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851948-0062371.jpg
3548,heritage-auction-14052015,Arthur Ignatius Keller,Writing in the Garden,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851950-0062391.jpg
3549,heritage-auction-14052015,Arthur Ignatius Keller,Golf Talk,Charcoal on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851953-0062421.jpg
3550,heritage-auction-14052015,Kirchner,Group of six interior pulp illustrations,Ink and wash with white highlights on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851958-0062471.jpg
3551,heritage-auction-14052015,Paul Lehr,Studies for A Planet Called Treason (two works),Acrylic on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851961-0062501.jpg
3552,heritage-auction-14052015,Paul Lehr,"Space Station, Reader's Digest interior story illustration",Acrylic on massonite,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851964-0062531.jpg
3553,heritage-auction-14052015,Paul Lehr,Farnham's Freehold,Acrylic on massonite,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851966-0062551.jpg
3554,heritage-auction-14052015,Paul Lehr,Glory Road,Acrylic on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851981-0062701.jpg
3555,heritage-auction-14052015,Paul Lehr,The Laughter at Night,Acrylic on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851982-0062711.jpg
3556,heritage-auction-14052015,Birney Lettick,The Goodbye Girl,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851986-0062751.jpg
3557,heritage-auction-14052015,Alexander Leydenfrost,The Magic of Television,Charcoal and ink with white highlights on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851988-0062771.jpg
3558,heritage-auction-14052015,Baron Gerald (jerry) Von Lind,Yvonne,Oil on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851992-0062811.jpg
3559,heritage-auction-14052015,Carl Lundgren,Invasion of the Apes,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14851998-0062871.jpg
3560,heritage-auction-14052015,Carl Lundgren,The Pirate's Revenge,Oil on canvasboard,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852001-0062891.jpg
3561,heritage-auction-14052015,Carl Lundgren,Dweller in the Darkness,Oil on canvasboard,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852002-0062901.jpg
3562,heritage-auction-14052015,Carl Lundgren,"City of the Living Dead, Richard Blade No. 26",Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852003-0062911.jpg
3563,heritage-auction-14052015,Philip Lyford,Spreading the News,Oil on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852005-0062931.jpg
3564,heritage-auction-14052015,Robert Maguire,The World According to Garp,Acrylic on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852010-0062981.jpg
3565,heritage-auction-14052015,Robert Maguire,The Stars of Texas,Acrylic and gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852012-0063001.jpg
3566,heritage-auction-14052015,Robert Maguire,The Doctors Commence,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852013-0063011.jpg
3567,heritage-auction-14052015,Robert Maguire,"A Promise Made, paperback cover",Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852015-0063031.jpg
3568,heritage-auction-14052015,Robert Maguire,"My Dear Son, probable paperback cover",Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852017-0063051.jpg
3569,heritage-auction-14052015,Robert Maguire,Banco: The Further Adventures of Papillon,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852019-0063071.jpg
3570,heritage-auction-14052015,Robert Maguire,Accidental Nanny (Nanny Wanted!),Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852021-0063091.jpg
3571,heritage-auction-14052015,Robert Maguire,"Fatherhood Fever, paperback cover",Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852022-0063101.jpg
3572,heritage-auction-14052015,Robert Maguire,Fatherhood Fever,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852025-0063131.jpg
3573,heritage-auction-14052015,Robert Maguire,"Blue Emeralds, paperback cover",Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852026-0063141.jpg
3574,heritage-auction-14052015,Robert Maguire,War and Remembrance,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852028-0063161.jpg
3575,heritage-auction-14052015,Robert Maguire,The Healer,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852030-0063181.jpg
3576,heritage-auction-14052015,Robert Maguire,Return to Eden,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852031-0063191.jpg
3577,heritage-auction-14052015,Don Maitz,The Eyes of the Underworld,Acrylic on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852032-0063201.jpg
3578,heritage-auction-14052015,Fortunino Matania,Tasso Reading Poetry to Eleanor and Lucrezia,Pencil pen and ink with white highlights on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852034-0063221.jpg
3579,heritage-auction-14052015,Bill Mauldin,"Star Spangled Banter, Bill Mauldin with the 45th Infantry Division, illustration banner",Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852037-0063251.jpg
3580,heritage-auction-14052015,Bill Mauldin,"There's Nothing to it, Dean... Chicago Sun-Times editorial cartoon","Ink pencil, and Conté crayon on board",-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852039-0063271.jpg
3581,heritage-auction-14052015,Bill Mauldin,"Syn. #34, comic strip",Ink and wash,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852041-0063291.jpg
3582,heritage-auction-14052015,Bill Mauldin,"Walesa, Chicago Sun-Times editorial cartoon","Ink pencil, and Conté crayon on board",-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852043-0063311.jpg
3583,heritage-auction-14052015,Bill Mauldin,Up North We Sort of Nibble 'Em... Chicago Sun-Times editorial cartoon,"Ink pencil, and Conté crayon on board",-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852044-0063321.jpg
3584,heritage-auction-14052015,Bill Mauldin,"You needn't worry. You're still citizens..., preliminary",Pencil on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852046-0063341.jpg
3585,heritage-auction-14052015,Bill Mauldin,Wot th' hell - we gotta land without air cover?,Pencil on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852048-0063361.jpg
3586,heritage-auction-14052015,Francis Luis Mora,Saturday Afternoons,Ink and pencil on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852050-0063381.jpg
3587,heritage-auction-14052015,Rowena Morrill,Courtship Rite,Acrylic on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852051-0063391.jpg
3588,heritage-auction-14052015,Rudy Nappi,Renaissance Man Desire,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852053-0063411.jpg
3589,heritage-auction-14052015,Peter Sheaf Hersey Newell,The Johnson Family in Cairo Street,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852055-0063431.jpg
3590,heritage-auction-14052015,Peter Sheaf Hersey Newell,That Oldest Boy,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852056-0063441.jpg
3591,heritage-auction-14052015,Peter Sheaf Hersey Newell,He Drank It,Pen on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852058-0063451.jpg
3592,heritage-auction-14052015,Peter Sheaf Hersey Newell,Giving Grandpa a Good Scare!,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852060-0063471.jpg
3593,heritage-auction-14052015,Peter Sheaf Hersey Newell,A Burdensome Facility,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852062-0063491.jpg
3594,heritage-auction-14052015,Rose Cecil O´neill,Big Rush,Ink and wash,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852063-0063501.jpg
3595,heritage-auction-14052015,Joseph Pennell,Ducker The Swimming Pond at Harrow,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852064-0063511.jpg
3596,heritage-auction-14052015,Joseph Pennell,Winchester Cathedral from Eastern Hills,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852065-0063521.jpg
3597,heritage-auction-14052015,Joseph Pennell,"Museum of Archaeology, Cambridge",Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852067-0063541.jpg
3598,heritage-auction-14052015,Joseph Pennell,"St Peters from the Pincian Hill, Rome",Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852068-0063551.jpg
3599,heritage-auction-14052015,Galen Joseph Perrett,The Village Store,Pencil on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852070-0063571.jpg
3600,heritage-auction-14052015,Willy Pogany,Who Stole the Tarts?,Pen and ink,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852072-0063591.jpg
3601,heritage-auction-14052015,Willy Pogany,"Advice from a Catepillar, Alice's Adventures in Wonderland",Pen and ink,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852073-0063601.jpg
3602,heritage-auction-14052015,Willy Pogany,"Alice's Adventures in Wonderland, ""You are as old...and your jaws are too weak...,""",Pen and ink,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852074-0063611.jpg
3603,heritage-auction-14052015,Willy Pogany,"The March Hare Trumpeteering, Alice's Adventures in Wonderland",Pen and ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852075-0063621.jpg
3604,heritage-auction-14052015,Willy Pogany,"The Rabbit Sends in a Little Bill, Alice's Adventures in Wonderland",Pen and ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852076-0063631.jpg
3605,heritage-auction-14052015,Willy Pogany,"A Mad Tea-Party, Alice's Adventures in Wonderland",Pen and ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852077-0063641.jpg
3606,heritage-auction-14052015,Samson Pollen,Quicksilver Lady,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852078-0063651.jpg
3607,heritage-auction-14052015,Samson Pollen,Shadow Mountain,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852079-0063661.jpg
3608,heritage-auction-14052015,Samson Pollen,Spur Giant: Tall Timber Trollop,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852080-0063671.jpg
3609,heritage-auction-14052015,Samson Pollen,Easy Company and the Indian Doctor,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852081-0063681.jpg
3610,heritage-auction-14052015,Samson Pollen,Easy Company and the Big Game Hunter,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852082-0063691.jpg
3611,heritage-auction-14052015,Samson Pollen,"Virgins from Hell Girls, Male magazine interior story illustration",Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852083-0063701.jpg
3612,heritage-auction-14052015,Samson Pollen,Stag interior story illustration,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852084-0063711.jpg
3613,heritage-auction-14052015,Samson Pollen,Japanese Battle Ship,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852097-0063771.jpg
3614,heritage-auction-14052015,Samson Pollen,West Point: Last Night in Gray,Gouache on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852099-0063781.jpg
3615,heritage-auction-14052015,Samson Pollen,"A Guarded Welcome, True Action magazine interior story illustration",Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852103-0063811.jpg
3616,heritage-auction-14052015,Samson Pollen,Renegade: Lighting Explosives,Gouache on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852104-0063821.jpg
3617,heritage-auction-14052015,Samson Pollen,Woman on Fence,Gouache on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852106-0063841.jpg
3618,heritage-auction-14052015,Samson Pollen,Buckskin: Peacemaker Pass,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852108-0063861.jpg
3619,heritage-auction-14052015,Samson Pollen,The House in the Snow,Gouache on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852109-0063871.jpg
3620,heritage-auction-14052015,Walter Popp,Four Texans North,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852112-0063901.jpg
3621,heritage-auction-14052015,Rallé,Venus of Shadows,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852117-0063941.jpg
3622,heritage-auction-14052015,Rallé,Nocturne,Oil on panel,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852119-0063951.jpg
3623,heritage-auction-14052015,Alexander Sharp Ross,"The Colonel's Wife, Cosmopolitan magazine interior story illustration",Watercolor and gouache on paper,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852122-0063971.jpg
3624,heritage-auction-14052015,A. Leslie Ross,"The Baseball Players, probable magazine cover",Oil on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852124-0063981.jpg
3625,heritage-auction-14052015,Arthur Saron Sarnoff,The Tomahawk,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852129-0064001.jpg
3626,heritage-auction-14052015,John Schoenherr,"Children of Dune, Analog Digest interior illustration",Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852132-0064021.jpg
3627,heritage-auction-14052015,Robert Emil Schulz,Sharks and Little Fishes,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852136-0064031.jpg
3628,heritage-auction-14052015,Amos Sewell,Fishing Interrupted,Charcoal on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852138-0064041.jpg
3629,heritage-auction-14052015,James Robert Shaver,This Slot Machine Took Billy's Penny and then Refused to Work,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852142-0064061.jpg
3630,heritage-auction-14052015,J Frederick Smith,Chivalry is Dead,Watercolor and pencil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852150-0064091.jpg
3631,heritage-auction-14052015,Albert Edward Sterner,Convalescent,Ink on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852154-0064111.jpg
3632,heritage-auction-14052015,Bror Thure De Thulstrup,Meeting Father at the Train Station,Ink on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852156-0064121.jpg
3633,heritage-auction-14052015,Verne Tossey,You've Bet Your Life,Oil on canvasboard,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852158-0064141.jpg
3634,heritage-auction-14052015,George Underwood,American Gigolo,Oil on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852160-0064161.jpg
3635,heritage-auction-14052015,George Underwood,White Should Always Be Blue,Oil on canvasboard,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852162-0064181.jpg
3636,heritage-auction-14052015,George Edmund Varian,News by Megaphone,Ink wash and pencil on paper laid on board,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852165-0064211.jpg
3637,heritage-auction-14052015,Harold Von Schmidt,"Tugboat Annie, Saturday Evening Post story",Oil on canvas,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852166-0064221.jpg
3638,heritage-auction-14052015,Bill Ward,"Comedy, men's magazine cartoon illustration",Charcoal on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852167-0064231.jpg
3639,heritage-auction-14052015,Edmund Franklin Ward,The Eyes of Love,Oil on board,-,Paintings,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852168-0064241.jpg
3640,heritage-auction-14052015,Robert L Weaver,Kennedy,"Pencil watercolor, and gouache paper",-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852169-0064251.jpg
3641,heritage-auction-14052015,Jon Whitcomb,Cyd Charisse,Pencil and gouache on paper,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852170-0064261.jpg
3642,heritage-auction-14052015,Charles E White,Spilled Food,Ink,-,Works on paper,"Heritage Auctions | Los Angeles, Beverly Hills",,,"May 13, 2015",https://cdn.bidtoart.com/artImage/2015/08/14852172-0064281.jpg
